Prime Minister Narendra Modi met Her Majesty Queen Maxima of the Kingdom of the Netherlands today.	প্ৰধানমন্ত্ৰী নৰেন্দ্ৰ মোদীয়ে আজি নেদাৰলেণ্ডছৰ মহাৰাণী মহামহিম মেক্সিমাক সাক্ষাৎ কৰে৷
In the address, the Prime Minister complimented the efforts of Sri Sri RaviShankar and the Art of Living Foundation for their contribution towards tackling the drug menace in the country.	তেওঁৰ ভাষণত প্ৰধানমন্ত্ৰীয়ে শ্ৰী শ্ৰী ৰবিশংকৰ আৰু দ্য আৰ্ট অৱ লিভিং ফাউণ্ডেশ্যনে দেশৰ পৰা ড্ৰাগছৰ আসক্তি হ্ৰাস কৰাৰ বাবে কৰি অহা অবিৰত প্ৰয়াসৰো শলাগ লয় আৰু প্ৰসংশা কৰে।
Terming, drugs as a great menace to society, Prime Minister said that as per WHO estimates, over three crore people around the world are suffering from drug addiction.	নিচাজাতীয় সামগ্ৰী বা ঔষধক সমাজৰ এক বৃহৎ ব্যাধি বুলি উল্লেখ কৰি প্ৰধানমন্ত্ৰীয়ে কয় যে বিশ্ব স্বাস্থ্য সংস্থাৰ তথ্য অনুসৰি, সমগ্ৰ বিশ্বত সম্প্ৰতি ৩ কোটিতকৈও অধিক লোক ড্ৰাগছ আসক্ত।
The Prime Minister said that it is alarming to see many youngsters getting addicted to substance abuse.	প্ৰধানমন্ত্ৰীয়ে কয় যে ক্ৰমাৎ বহু যুৱক-যুৱতী এই ড্ৰাগছৰ প্ৰতি ব্যাপকভাৱে আসক্ত হোৱা পৰিলক্ষিত হৈছে, যিটো নিসন্দেহে অতি উদ্বেগজনক।
“Drugs are not cool.	তেওঁ কয়, “নিচাজাতীয় ঔষধ সেৱন কৰিলেই স্মাৰ্ট নহয় বা ‘কুল’ নেদেখুৱাই।
It is a big misconception that drugs are a style statement”, PM said.	ড্ৰাগছ সেৱন ষ্টাইলৰ প্ৰতিফলন বুলি ভবাটো এক ডাঙৰ ভুল।”
Shri Narendra Modi said that in addition to the health problems and destruction of families due to substance abuse, narcotics trade is a great threat to the safety and security of the country.	প্ৰধানমন্ত্ৰী নৰেন্দ্ৰ মোদীয়ে কয় যে ড্ৰাগছৰ প্ৰতি আসক্তিয়ে শৰীৰৰ বিভিন্ন সমস্যাৰ সৃষ্টি কৰাৰ লগতে পৰিয়ালতো কন্দল সৃষ্টি কৰিব পাৰে, ইফালে ড্ৰাগছৰ অবৈধ বেহা সমগ্ৰ দেশৰ সুৰক্ষা আৰু নিৰাপত্তাৰ ক্ষেত্ৰতেই এক বৃহৎ প্ৰত্যাহ্বান।
The Prime Minister urged the young generation to say ‘No to Drugs’ for a healthy life, a happy family, a better future and for the safety and security of the nation.	প্ৰধানমন্ত্ৰী নৰেন্দ্ৰ মোদীয়ে দেশৰ যুৱ প্ৰজন্মক আহ্বান জনায় যে এক স্বাস্থসন্মত জীৱন, এক সুখী পৰিয়াল আৰু এটা সুন্দৰ ভৱিষ্যতৰ লগতে দেশৰ সুৰক্ষা আৰু নিৰাপত্তাৰ বাবে ‘ড্ৰাগছক জীৱনৰ পৰা আঁতৰ কৰক’।
He said that those having self-confidence and self-belief will not easily fall prey to drugs use.	তেওঁ কয় যে আত্মবিশ্বাস থকা কোনো লোকেই ড্ৰাগছৰ প্ৰতি আকৰ্ষিত নহয়।
He also asked the young generation to support and help those reeling from drug addiction.	তেওঁ লগতে যুৱ প্ৰজন্মক এনে ড্ৰাগছ আসক্ত লোকসকলক এই আসক্তিৰ পৰা মুক্তি প্ৰদানৰ ক্ষেত্ৰত সহায় কৰাৰো আহ্বান জনায়।
Only through conversations, counselling and continued love and support, we can bring those under addiction to the path of rehabilitation, PM added.	কেৱল বাৰ্তালাপ, পৰামৰ্শদান, মৰম আৰু সহায়-সহযোগিতাৰেহে আমি তেনে ড্ৰাগছ আসক্ত লোকসকলক পুনঃসংস্থাপনৰ পথলৈ ওভতাই আনিব পাৰিম।
The Prime Minister highlighted the various initiatives taken by the Union Government to curb the menace of drug addiction.	নিচাজাতীয় সামগ্ৰী বা ড্ৰাগছৰ প্ৰতি আসক্তি নাইকিয়া কৰিবৰ বাবে কেন্দ্ৰ চৰকাৰে গ্ৰহণ কৰা বিভিন্ন পদক্ষেপৰ বিষয়ে উল্লখ কৰে প্ৰধানমন্ত্ৰীয়ে।
In this context, he mentioned about the National Action Plan for Drug Demand Reduction, initiated in 2018,which focuses on awareness generation, capacity building, rehabilitation and specific intervention in vulnerable areas to ensure drug demand reduction by 2023.	এই সন্দৰ্ভত মন্তব্য কৰি প্ৰধানমন্ত্ৰীয়ে ২০১৮ চনত প্ৰযোজ্য হোৱা নিচাজাতীয় ঔষধৰ চাহিদা হ্ৰাস কৰিবৰ বাবে প্ৰস্তুত কৰা ৰাষ্ট্ৰীয় কাৰ্য প্ৰণালীৰ বিষয়েও উল্লেখ কৰে, উল্লেখ্য যে এই কাৰ্যপ্ৰণালীৰ যোগেদি সজাগতা সৃষ্টি, সামৰ্থ্য উত্তৰণ, পুনঃসংস্থাপন আৰু বিভিন্ন এলেকাত নিৰ্ধাৰিত ব্যৱস্থা গ্ৰহণেৰে নিচাজাতীয় ঔষধৰ প্ৰতি আসক্তি হ্ৰাস কৰাৰ পদক্ষেপ হাতত লোৱা হৈছে, আনকি ২০২৩ চনৰ ভিতৰত দেশত এনে ঔষধৰ চাহিদা ব্যাপক ৰূপত হ্ৰাস কৰাৰো লক্ষ্য গ্ৰহণ কৰা হৈছে।
Government’s drive against corruption and middlemen will continue: PM	এই বিধেয়কখনে ‘সবকা সাথ, সবকা বিকাশ’ৰ ক্ষেত্ৰত আমাৰ দৃঢ় সংকল্পক আৰু অধিক শক্তিশালী কৰিব।”
Addressing a public rally in Solapur, Maharashtra today, he said that the passage of the bill by Lok sabha is a strong answer to those who were spreading falsehood in this regard and expressed hope that the bill will be passed by Rajya Sabha.	বহু ঐতিহাসিক উত্থান-পতন প্ৰত্যক্ষ কৰাৰ পাছত আমাৰ এই ভাই-ভনীসকলে ভাৰতৰ অবিচ্ছেদ্য অংশ হ’ব বিচাৰে।”
The Prime Minster said, “We have passed a historic bill to provide 10% reservation to Economically Weaker Sections of the General Category in Lok Sabha yesterday.	প্ৰধানমন্ত্ৰীয়ে কয় যে তেওঁক তীব্ৰ আক্ৰমণ আৰু সমালোচনা সত্ত্বেও দুর্নীতি আৰু মধ্যভোগীৰ বিৰুদ্ধে চৰকাৰৰ অভিযান অব্যাহত থাকিব।
This has strengthened our resolve of Sab Ka Saath Sabka Vikas”	কোনেও ইয়াক দমন কৰিব নোৱাৰে।
On the Citizenship Amendment Bill, the Prime Minister assured the people of Assam and North East that their rights and opportunities will be protected.	দুর্নীতি আৰু মধ্যভোগীৰ বিৰুদ্ধে তেওঁৰ সাহসী যুঁজৰ অন্তৰালত সাধাৰণ লোকসকলৰ সমর্থন আৰু আশীর্বাদ আছে বুলিও কয় প্ৰধানমন্ত্ৰীয়ে।
He said, “the bill has cleared the decks for grant of Indian citizenship to the sons and daughters of Mother India residing in Pakistan, Bangladesh and Afghanistan.	প্ৰধানমন্ত্রীয়ে আজি ছোলাপুৰত একাধিক উন্নয়নমূলক প্ৰকল্প উদ্বোধনৰ পাছত ইন্দিৰা গান্ধী ষ্টেডিয়ামত এক ৰাজহুৱা সভাত ভাষণ প্ৰদান কৰে।
After seeing the ups and downs of history, these brothers and sisters of ours want to be a part and parcel of India.”	এই উপলক্ষে প্ৰধানমন্ত্ৰীয়ে কয়, ‘প্ৰধানমন্ত্রী আৱাস যোজনা’ৰ অধীনত ৩০,০০০ গৃহ নির্মাণৰ এক প্ৰকল্পৰ আধাৰশিলা স্থাপন কৰে।
The Prime Minister was addressing a public rally at Indira Gandhi Stadium in Solapur after launching and laying down foundation stones of several development projects for the region.	এই প্ৰকল্পৰ হিতাধিকাৰীসকলৰ ভিতৰত আছে কাৰখানাৰ শ্ৰমিক, ৰিক্সা চালক, অটো চালক ইত্যাদি।
